Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
Olay,Hair care brand.,"Olay is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy olay products. Don't sell olay products. Don't work for olay.,Lush cosmetics.,https://1000logos.net/wp-content/uploads/2021/04/Olay-logo.png
Old Spice,Perfume for men.,"Old Spice is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Old Spice products. Don't sell Old Spice products. Don't work for Old Spice.,Unbranded oil based fragrances. Lush cosmetics. Sunnamusk.,https://1000logos.net/wp-content/uploads/2020/04/Logo-Old-Spice1.jpg
Pantene,Hair care brand.,"Pantene is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Pantene products. Don't sell Pantene products. Don't work for Pantene.,Supermarket own brand products.,https://logowik.com/content/uploads/images/865_pantene.jpg
Prada Beauty,Partnership between fashion house Prada and L'Oreal to produce their beauty range.,"Prada Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Prada Beauty products. Don't sell Prada Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102010/prada-original.png
Procter & Gamble,American multinational consumer goods corporation.,"Procter and Gamble opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy P&G products. Don't sell P&G products. Don't work for P&G.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://logowik.com/content/uploads/images/108_procterandgamble.jpg
Ralph Lauren Frangrances,Partnership between fashion house Ralph Lauren and L'Oreal to produce their frangrances range.,"Ralph Lauren Frangrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Ralph Lauren Frangrances products. Don't sell Ralph Lauren Frangrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0003/0211/brand.gif
Rexona,Personal healthcare brand.,"Rexona is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Rexona products. Don't sell Rexona products. Don't work for Unilever.,Unbranded oil based fragrances. Supermarket own brand products. Sunnamusk.,https://cdn.sanity.io/images/92ui5egz/production/d806c6c7edf6271cb15478eae7c34485f4f35d41-1080x1080.jpg?w=375&h=375&fit=crop&auto=format
Sephora,"A beauty retailer owned by Bernard Arnaults company, LVMH","The owner of Sephora, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy from Sephora products. Don't sell your beauty brand with Sephora. Don't work for Sephora or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://www.fddinternational.co.uk/wp-content/uploads/2023/03/sephora-logo.jpg
STELLA by Stella McCartney,"A cosmetics brand owned by Bernard Arnaults company, LVMH","The owner of STELLA by Stella McCartney's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy STELLA by Stella McCartney products. Don't sell STELLA by Stella McCartney products. Don't work for STELLA by Stella McCartney or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://r.lvmh-static.com/uploads/2022/08/stella-logo.png
Sudocrem,"Moisturising cream owned by Israeli pharmaceuticals giant, Teva.",Teva Pharmaceuticals operates in Occupied Palestine,https://www.tevauk.com/patients/our-therapy-areas/consumer-healthcare/,Don't buy Sudocrem products. Don't sell Sudocrem products.,Supermarket own brand products. Pharmacy own brand products. Ask pharmacist for non Teva alternatives.,https://www.chemist.net/pub/media/brand/sudocrem_bd37.jpg
Tiffany & Co.,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Tiffany & Co.'s parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Tiffany & Co. products. Don't sell Tiffany & Co. products. Don't work for Tiffany & Co. or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk. Local jewellers.,https://clearvisioneyecare.ca/wp-content/uploads/2017/03/Tiffany-Co-logo.jpg
Tom Ford Beauty,"Cosmetics company, owned by Estee Lauder.","Tom Ford Beauty is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://media.licdn.com/dms/image/D4E0BAQH9tPiLt38cxA/company-logo_200_200/0/1695305566079?e=2147483647&v=beta&t=er2z4E0XEEsougatDEiiqIlaKhIJ4JnbpT2yTPKZqbM
Tresemme,Self care brand owned by Unilever.,"Tresemme is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Tresemme products. Don't sell Tresemme products. Don't work for Unilever.,Supermarket own branded products. Lush cosmetics.,https://assets.stickpng.com/images/5a393116c488ac6062ac2ad2.png
Unilever,"Nutrition, healthcare and personal care product manufacturer and distributer.","Ben & Jerry's is owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Unilever products. Don't sell Unilever products.,"Supermarket own brand products. Eg. Aldi, Lidl.","https://cdn.sanity.io/images/92ui5egz/production/7c1c60e9afaaaa3cce61e5101717796d21b7f914-1426x1080.svg?rect=0,141,1426,799&w=150&h=84&fit=crop&auto=format"
Urban Decay,"Beauty brand, owned by L'Oreal.","Urban Decay is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Urban Decay products. Don't sell Urban Decay products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/012012/ud.png
Valentino Beauty,Partnership between fashion house Valentino and L'Oreal to produce their beauty range.,"Valentino Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Valentino Beauty products. Don't sell Valentino Beauty products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0002/2916/brand.gif
Victorias Secret,"Victorias Secret and PINK are lingerie, loungewear and beauty brands.","Les Wexner who owns L Brands, the parent company of Victorias Secret, is a staunch ally of Israel, and a long time business partner of Jeffrey Epstein, the convicted child trafficker.",https://www.timesofisrael.com/the-relationship-between-epstein-and-jewish-philanthropist-wexner-explained/,"Don't buy Victorias Secret products, including the Pink brand. Don't work for Victorias Secret. Call out Victorias Secret models for being complicit.",Non designer brand underwear.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/042017/untitled-2_15.png
Viktor & Rolf Beauty,Partnership between fashion house Viktor & Rolf and L'Oreal to produce their beauty range.,"Viktor & Rolf Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Viktor & Rolf Beauty products. Don't sell Viktor & Rolf Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based perfumes. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/062010/VR_logo.gif
Walmart,"American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores.","Walmart was quick to pledge $1m to Israeli victims and condemned Hamas, however did not donate anything towards charities operating in Gaza for the victims of Israel's genocide.",https://www.jpost.com/business-and-innovation/article-770698,Dont shop at Walmart. Don't work for Walmart.,Local small supermarkets.,https://media.designrush.com/inspiration_images/345908/conversions/walmart_1-preview.jpg
Yves Saint Laurent Beauty / YSL Beauty,Partnership between fashion house YSL and L'Oreal to produce their beauty range.,"YSL Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy YSL Beauty products. Don't sell YSL Beauty products. Don't work for L'Oreal Groupe.,Huda beauty. Lush cosmetics. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102014/logo_cassandre-ysl.png
