Name,Description,Reason,Proof,How to Boycott,Alternatives
Dove,Skincare brand owned by Unilever.,"Dove is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Dove products. Don't sell Dove products. Don't work for Unilever.,Supermarket own brand products. Lush cosmetics.
Dr Pepper,Soft drink brand owned by the Coca Cola company.,"Coca-Cola Company which owns Dr Pepper, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Dr Pepper. Don't sell Dr Pepper. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Eden Springs,Water coolers and coffee machines for businesses.,"The parent company of Eden Springs UK is an Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis. Eden Water around Europe sells locally sourced water, however, as its parent is complicit in illegal occupation, it should be boycotted.",https://bdsmovement.net/news/bds-victory-against-eden-springs,Don't buy Eden Springs products. Don't place Eden Springs coolers and coffee machines in your business. Pressure your workplace to stop using Eden Springs products.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye)."
Elbit Systems,"Weapons manufacturer based in Haifa, Israel.",Builds drones which are used in the killing of innoncent Palestinians.,https://elbitsystems.com/about-us-introduction/,Don't work for Elbit Systems. You probably can't buy killer drones from them anyway.,Work for an engineering company which doesn't produce weapons for israel.
Estee Lauder,"Cosmetics company, manufacturer and marketer of makeup, skincare, perfume, and hair care products.","Ronald Lauder, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the World Jewish Congress, and chairman of the Jewish National Fund, and is a zionist with extremist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Huda beauty. Unbranded oil based perfumes. Sunnamusk.
Fairy,Household cleaning products.,"Fairy is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Fairy products. Don't sell Fairy products. Don't work for Fairy.,Supermarket own brand products.
Fanta,Soft drink brand owned by the Coca Cola company.,"Coca-Cola Company which owns Fanta, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Fanta. Don't sell Fanta. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Febreze,Household cleaning products.,"Febreze is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Febreze products. Don't sell Febreze products. Don't work for Febreze.,Supermarket own brand products.
Felix,Felix is a pet food brand owned by Nestle.,"The owner of the Felix brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Felix products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl."
Fendi,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Fendi's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Fendi products. Don't sell Fendi products. Don't work for Fendi or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Fenty Beauty by Rihanna,"A cosmetics brand part owned by Rihanna and part owned by Bernard Arnaults company, LVMH","The owner of Fenty's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Fenty products. Don't sell Fenty products. Don't work for Fenty or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Fiverr,"Israeli owned freeelance marketplace. Based in Tel Aviv, Israel.","CEO, Micha Kaufman, is a staunch zionist who supports the IDF.",https://twitter.com/michakaufman,Don't use Fiverr to purchase or offer services. Don't work for Fiverr.,Upwork.
Flash,Household cleaning products.,"Flash is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Flash products. Don't sell Flash products. Don't work for Flash.,Supermarket own brand products.
G4S,G4S is a British private security company,G4S has now completely divested from israel after BDS pressure. But they have been complicit and helped the Israeli occupation for many years already.,https://peoplesdispatch.org/2023/06/05/private-security-firm-g4s-to-divest-from-israel-after-years-long-campaign-by-bds-activists/,"Don't work for G4S. If you are in a decision making position, avoid contracting G4S.",
Game Fuel,Soft drink brand owned by PepsiCo,"The owner of Game Fuel, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Game Fuel products. Don't sell Game Fuel products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
Garnier,"Natural care brand, owned by L'Oreal.","Garnier is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Garnier products. Don't sell Garnier products. Don't work for L'Oreal Groupe.,"Supermarket own brand products. Eg. Aldi, Lidl. Lush cosmetics."
Gatorade,Sports energy drink brand owned by PepsiCo,"The owner of Gatorade, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Gatorade products. Don't sell Gatorade products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Gillette,Personal care products.,"Gillette is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Gillette products. Don't sell Gillette products. Don't work for Gillette.,Supermarket own brand products.
Giorgio Armani Beauty,Partnership between fashion house Giorgio Armani and L'Oreal to produce their beauty range.,"Giorgio Armani Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Giorgio Armani Beauty products. Don't sell Giorgio Armani Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Givenchy,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Givenchy's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Givenchy products. Don't sell Givenchy products. Don't work for Givenchy or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Glaceau Smartwater,Water brand owned by the Coca Cola company.,"Coca-Cola Company which owns Glaceau Smartwater, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Glaceau Smartwater. Don't sell Glaceau Smartwater. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye)."
Google,Computer technology company,Google and Amazon jointly won the Project Nimbus contract to provide cloud services to the Israeli military. This is a $1.2bn contract that will be used to continue the oppression of Palestinians.,https://www.theguardian.com/commentisfree/2021/oct/12/google-amazon-workers-condemn-project-nimbus-israeli-military-contra,Only use free Google products and if there is no alternative. Do not click on Google ads. Do not spend on Google ads or use Google adsense. Do not buy Google products. Don't work for Google.,Don't click on ads. DuckDuckGo.
Head and Shoulders,Hair care brand.,"Head and Shoulders is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy head and shoulders products. Don't sell head and shoulders products. Don't work for head and shoulders.,Supermarket own brand products.
Hellman's,"Condiments brands, mainly mayonnaise.","Hellman's is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Hellman's products. Don't sell Hellman's products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl."
Herbal Essences,Hair care brand.,"Herbal essences is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy herbal essences products. Don't sell herbal essences products. Don't work for herbal essences.,Supermarket own brand products.
HP,"IT company who develop hardware and software for consumers, enterprise and government.",Hewlett Packard runs the biometric ID system that Israel uses to restrict Palestinian movement as well as other systems for the IDF.,https://en.wikipedia.org/wiki/Hewlett-Packard_Israel,Avoid buying HP products. Don't work for HP.,Lenovo.
HSBC,"British multinational universal bank and financial service provider, headquartered in London.",HSBC invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,Don't bank with HSBC. Close your HSBC accounts. Don't use HSBC lending options. Cancel your HSBC credit cards. Don't work for HSBC.,TSB Bank. Monzo Bank.
Hublot,"A luxury watch brand owned by Bernard Arnaults company, LVMH","The owner of Hublot's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Hublot products. Don't sell Hublot products. Don't work for Hublot or LVMH.,
Hyundai,"Korean car manufacturer, which also manufactures heavy machinery.","Hyundai heavy machinery has been used in the demolition of Palestinian neighbourhoods in Jerusalem, benefiting them commercially from the Israeli occupation.",https://bdsmovement.net/news/boycott-hyundai-end-its-complicity-israel%E2%80%99s-ethnic-cleansing-palestinian-communities-jerusalem,Don't buy Hyundai cars or machinery. Don't sell Hyundai cars or machinery. Don't work for Hyundai.,
Innocent Smoothies,Smoothie brand owned by the Coca Cola company.,"Coca-Cola Company which owns Innocent Smoothies, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Innocent Smoothies. Don't sell Innocent Smoothies. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
IT Cosmetics,"Beauty brand, owned by L'Oreal.","IT Cosmetics is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy IT Cosmetics products. Don't sell IT Cosmetics products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.
Intel,Computer technology company,Intel Invests heavily in israel including in towns stolen from Palestinians,https://www.intel.com/content/www/us/en/corporate-responsibility/intel-in-israel.html,"Dont use Intel products. Don't work for Intel. If you are a company decision maker, find alternatives to Intel products.",AMD.
Jo Malone,"Cosmetics company, owned by Estee Lauder.","Jo Malone is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Sunnamusk.
Kayak,Kayak is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Kayak, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Kayak. Book directly with businesses. They usually offer discounts and similar terms for direct bookings. Don't list your services on Kayak. Don't work for Booking Holdings.,halalbooking.com.
Kenzo,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Kenzo's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Kenzo products. Don't sell Kenzo products. Don't work for Kenzo or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Keratase,Skincare brand owned by L'Oreal,"Keratase is owned by L'Oreal. L'Oreal is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Keratase products. Don't sell Keratase products. Don't work for L'Oreal.,Lush cosmetics. Huda beauty.
Keter,"Sheds, garden furniture and household products.","Keter operated facilities in the Occupied West Bank's Barkan Industrial Estate. After boycott pressure it seems to have closed the facility, however its history of complicity in the occupation means it should still be boycotted.",https://www.whoprofits.org/companies/company/4060,Don't buy Keter products. Don't sell Keter products.,Supermarket own brand alternatives. Non Keter products in same category.
KFC,International fast food chain,Parent company Yum Brands is an investor in Israeli start ups,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat from KFC restaurants. Dont work in KFC restaurants.,Eat at local family owned businesses.
Kiehl's,"Beauty brand, owned by L'Oreal.","Kiehl's is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Kiehl's products. Don't sell Kiehl's products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.
KitKat,KitKat is a confectionary brand owned by Nestle.,"The owner of the KitKat brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy KitKat products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl."
Knorr,"Soups, Buillon cubes and other cooking ingredients.","Knorr is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Knorr products. Don't sell Knorr products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl."
Kylie Cosmetics,Cosmetics brand by Kylie Jenner,Kylie posted that she stands with Israel before deleting it following backlash from followers. ,https://www.dailymail.co.uk/tvshowbiz/article-12607295/Kylie-Jenner-posts-deletes-Instagram-Story-showing-support-Israel.html,Don't buy Kylie Jenners products. Don't sell Kylie Jenners products. Don't work for Kylie Jenners.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
La Mer,"Cosmetics company, owned by Estee Lauder.","La Mer is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Huda beauty products.
La Roche-Posay,Skincare brand owned by L'Oreal,"La Roche-Posay is owned by L'Oreal. L'Oreal is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy La Roche-Posay products. Don't sell La Roche-Posay products. Don't work for L'Oreal.,Lush cosmetics. Huda beauty.
Labour party,"The UK Labour party, headed by Keir Starmer.",Keir Starmer has made official statements that Labour stands with Israel.,https://labour.org.uk/updates/press-releases/keir-starmers-statement-to-the-commons-on-israel-gaza/,Don't vote for Labour. Don't donate to Labour. Don't work for Labour.,Abstain. Vote for a small party with good values.
Lancome,"Beauty brand, owned by L'Oreal.","Lancome is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Lancome products. Don't sell Lancome products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.
Lavazza,Lavazza is a coffee products brand,"Lavazza has pressured football team Arsenal to silence its player, Mohamed Elneny, who posted support on social media for Palestine",https://www.skysports.com/amp/football/news/11095/12307323/arsenal-speak-to-mohamed-elneny-over-wider-implications-of-pro-palestinian-social-media-post-amid-sponsor-concern,Don't buy Lavazza products. Don't sell Lavazza products. Don't buy Arsenal football shirts whilst Lavazza is a sponsor.,Caffe Nero.
Lay's,Potato snacks brand owned by PepsiCo,"The owner of Lay's, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Lay's products. Don't sell Lay's products. Don't work for the PepsiCo Company.,"Supermarket own brand products. Eg. Aldi, Lidl."
Legal & General,British multinational financial services and asset management company headquartered in London.,Legal & General invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,Don't invest with Legal & General. Don't keep your pension with Legal & General. Don't use Legal & General insurance products. Don't work for Legal & General.,
Lenor,Household cleaning products.,"Lenor is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Lenor products. Don't sell Lenor products. Don't work for Lenor.,Supermarket own brand products.
Lion,Lion is a breakfast cereal owned by Nestle.,"The owner of the Lion brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Lion products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
Lipton,Tea brand owned by PepsiCo,"The owner of Lipton, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Lipton products. Don't sell Lipton products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
Lipton Iced Tea,"Iced tea product, joint venture between Unilever and Pepsico. No longer associated with the rest of the Lipton brand",Lipton Iced Tea is owned by Unilever and Pepsico. Unilever forced Ben & Jerry's to sell its products in Israel. Pepsico is an owner of Sabra foods and Sodastream. Both are targets of the boycott.,https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Lipton Iced Tea products. Don't sell Lipton Iced Tea products. Don't work for Unilever. Don't work for Pepsico.,Supermarket own brand products.
Lloyds Bank,British retail and commercial bank with branches across England and Wales.,Lloyds invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,Don't bank with Lloyds. Close your Lloyds accounts. Don't use Lloyds lending options. Cancel your Lloyds credit cards. Don't work for Lloyds.,TSB Bank. Monzo.
Lockheed Martin,"American weapons manufacturer, largest in the world.","Lockheed Martin plays a significant role in the military ability of the State of Israel. They supply the IDF with F-16 fighter jets, F-35 fighter jets, CH-53K helicopters and other military hardware and software.",https://www.lockheedmartin.com/en-il/index.html,Don't work for Lockheed Martin.,
Loewe,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Loewe's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Loewe products. Don't sell Loewe products. Don't work for Loewe or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Loreal / L'oreal,World's largest cosmetics company,"L'Oreal is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy L'Oreal products. Don't sell L'Oreal products. Don't work for L'Oreal Groupe.,Lush cosmetics.
Louis Vuitton,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Louis Vuitton's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Louis Vuitton products. Don't sell Louis Vuitton products. Don't work for Louis Vuitton or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Lux,Personal care products.,"Lux is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Lux products. Don't sell Lux products. Don't work for Unilever.,Lush cosmetics. Supermarket own brand products.
LVMH,"Louis Vuitton Moet Hennessey, a french multinational conglomerate specialising in luxury goods",LVMH owner Bernard Arnault invests in Israeli companies,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy LVMH products. Don't sell LVMH products. Don't work for LVMH.,Unbranded oil based fragrances. Non-designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Lynx,Deodorant brand.,"Lynx is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Lynx products. Don't sell Lynx products. Don't work for Unilever.,Unbranded oil based fragrances. Supermarket own brand products. Sunnamusk.
MAC Cosmetics,"Cosmetics company, owned by Estee Lauder.","MAC Cosmetics is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Huda beauty.
Maggi,Maggi is a cooking ingredients brand owned by Nestle.,"The owner of the Maggi brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Maggi products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,Supermarket own brand products.
Magnum Ice Creams,Ice cream brand.,"Magnum Ice Creams is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Magnum Ice Creams products. Don't sell Magnum Ice Creams products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl."
Maison Francis Kurkdjian,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Maison Francis Kurkdjian's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Maison Francis Kurkdjian products. Don't sell Maison Francis Kurkdjian products. Don't work for Maison Francis Kurkdjian or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Maison Margiela Fragrances,Partnership between fashion house Maison Margiela and L'Oreal to produce their frangrances range.,"Maison Margiela Fragrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Maison Margiela Fragrances products. Don't sell Maison Margiela Fragrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
